Transaction_ID,Date,Customer_ID,Product_Category,Sales_Amount,Region
TXN-00418,14/08/2024,C-0867,Beauty,20370,Chiang Mai
TXN-00419,13/06/2024,C-0545,Electronics,35834,Khon Kaen
TXN-00420,01/08/2024,C-0730,Sports,16474,Bangkok
TXN-00421,15/02/2024,C-0565,Home & Living,3700,Bangkok
TXN-00422,18/04/2024,C-0720,Electronics,31493,Bangkok
TXN-00423,27/07/2024,C-0775,Home & Living,29135,Bangkok
TXN-00424,21/09/2024,C-0822,Beauty,45645,Chiang Mai
TXN-00425,29/01/2024,C-0117,Beauty,18643,Chonburi
TXN-00426,22/03/2024,C-0428,Sports,3497,Phuket
TXN-00427,29/12/2024,C-0472,Sports,12379,Phuket
TXN-00428,10/03/2024,C-0939,Electronics,18370,Bangkok
TXN-00429,25/09/2024,C-0079,Fashion,24903.5,Bangkok
TXN-00430,15/01/2024,C-0120,Home & Living,27653,Phuket
TXN-00431,12/04/2024,C-0839,Sports,18507,Chonburi
TXN-00432,07/05/2024,C-0135,Sports,39761,Chonburi
TXN-00433,26/01/2024,C-0946,Beauty,42105,Bangkok
TXN-00434,26/12/2024,C-0018,Beauty,15004,Chiang Mai
TXN-00435,07/07/2024,C-0492,Beauty,46965,Chonburi
TXN-00436,15/09/2024,C-0357,Electronics,4676,Khon Kaen
TXN-00437,04/03/2024,C-0320,Beauty,48220,Phuket
TXN-00438,03/05/2024,C-0708,Home & Living,30688,Phuket
TXN-00439,31/10/2024,C-0372,Electronics,42100,Chonburi
TXN-00440,30/08/2024,C-0143,Fashion,35984,Chiang Mai
TXN-00441,28/06/2024,C-0837,Sports,37046,Khon Kaen
TXN-00442,12/05/2024,C-0453,Fashion,24903.5,Bangkok
TXN-00443,18/12/2024,C-0912,Beauty,23199,Phuket
TXN-00444,15/01/2024,C-0612,Fashion,10446,Bangkok
TXN-00445,24/03/2024,C-0536,Sports,49165,Phuket
TXN-00446,19/04/2024,C-0782,Electronics,35380,Phuket
TXN-00447,27/11/2024,C-0994,Electronics,44604,Khon Kaen
TXN-00448,15/04/2024,C-0351,Beauty,26906,Bangkok
TXN-00449,28/07/2024,C-0177,Electronics,37941,Bangkok
TXN-00450,15/12/2024,C-0727,Beauty,41878,Chiang Mai
TXN-00451,08/03/2024,C-0312,Electronics,23129,Bangkok
TXN-00452,03/11/2024,C-0030,Fashion,49521,Khon Kaen
TXN-00453,24/04/2024,C-0763,Fashion,24695,Chiang Mai
TXN-00454,05/06/2024,C-0835,Beauty,49708,Bangkok
TXN-00455,29/12/2024,C-0122,Sports,44704,Chiang Mai
TXN-00456,04/08/2024,C-0228,Sports,10717,Phuket
TXN-00457,27/06/2024,C-0132,Beauty,11427,Chonburi
TXN-00458,21/04/2024,C-0878,Electronics,37520,Phuket
TXN-00459,12/12/2024,C-0711,Beauty,2034,Chonburi
TXN-00460,15/11/2024,C-0146,Beauty,19104,Chonburi
TXN-00461,22/02/2024,C-0705,Fashion,32662,Bangkok
TXN-00462,05/12/2024,C-0233,Sports,25094,Phuket
TXN-00463,10/07/2024,C-0315,Beauty,9130,Bangkok
TXN-00464,31/10/2024,C-0129,Electronics,8593,Khon Kaen
TXN-00465,01/06/2024,C-0215,Home & Living,14806,Phuket
TXN-00466,03/09/2024,C-0134,Beauty,7750,Bangkok
TXN-00467,21/05/2024,C-0081,Home & Living,12206,Chiang Mai
TXN-00468,21/05/2024,C-0436,Fashion,48633,Chonburi
TXN-00469,30/12/2024,C-0708,Fashion,36549,Chonburi
TXN-00470,29/11/2024,C-0782,Beauty,49735,Phuket
TXN-00471,17/03/2024,C-0803,Fashion,39772,Phuket
TXN-00472,03/05/2024,C-0115,Electronics,24301,Chiang Mai
TXN-00473,03/11/2024,C-0080,Electronics,44031,Chiang Mai
TXN-00474,12/06/2024,C-0020,Fashion,41992,Phuket
TXN-00475,14/01/2024,C-0794,Sports,21325,Chiang Mai
TXN-00476,31/05/2024,C-0496,Electronics,35398,Bangkok
TXN-00477,02/08/2024,C-0776,Fashion,26974,Khon Kaen
TXN-00478,19/01/2024,C-0442,Beauty,30903,Chiang Mai
TXN-00479,19/10/2024,C-0044,Sports,29955,Chonburi
TXN-00480,24/06/2024,C-0202,Home & Living,12140,Phuket
TXN-00481,23/04/2024,C-0111,Electronics,718,Chiang Mai
TXN-00482,22/11/2024,C-0034,Home & Living,22392,Chiang Mai
TXN-00483,09/12/2024,C-0813,Fashion,43504,Bangkok
TXN-00484,02/06/2024,C-0676,Sports,6943,Chiang Mai
TXN-00485,02/12/2024,C-0526,Electronics,43301,Phuket
TXN-00486,02/04/2024,C-0608,Beauty,27911,Phuket
TXN-00487,29/08/2024,C-0061,Beauty,42208,Chiang Mai
TXN-00488,12/05/2024,C-0481,Beauty,15192,Phuket
TXN-00489,13/10/2024,C-0122,Home & Living,41127,Chiang Mai
TXN-00490,03/04/2024,C-0931,Fashion,5776,Chiang Mai
TXN-00491,20/06/2024,C-0260,Beauty,48482,Chonburi
TXN-00492,23/04/2024,C-0045,Electronics,1996,Chonburi
TXN-00493,06/06/2024,C-0068,Fashion,16880,Chiang Mai
TXN-00494,18/06/2024,C-0309,Beauty,41492,Bangkok
TXN-00495,26/10/2024,C-0684,Home & Living,6461,Chiang Mai
TXN-00496,01/03/2024,C-0011,Fashion,1988,Bangkok
TXN-00497,20/11/2024,C-0773,Sports,43368,Phuket
TXN-00498,13/11/2024,C-0099,Home & Living,34010,Bangkok
TXN-00499,09/04/2024,C-0802,Beauty,11076,Khon Kaen
TXN-00500,14/12/2024,C-0127,Electronics,47886,Phuket
TXN-00501,01/06/2024,C-0943,Fashion,11982,Chonburi
TXN-00502,18/03/2024,C-0617,Fashion,47213,Bangkok
TXN-00503,12/04/2024,C-0211,Electronics,21650,Chonburi
TXN-00504,18/10/2024,C-0602,Sports,4747,Chiang Mai
TXN-00505,22/08/2024,C-0923,Electronics,14066,Chiang Mai
TXN-00506,02/04/2024,C-0205,Sports,30593,Phuket
TXN-00507,06/09/2024,C-0190,Electronics,40034,Phuket
TXN-00508,31/03/2024,C-0687,Home & Living,16352,Bangkok
TXN-00509,30/01/2024,C-0360,Sports,30738,Phuket
TXN-00510,20/05/2024,C-0030,Unknown,7784,Phuket
TXN-00511,27/03/2024,C-0093,Fashion,22209,Phuket
TXN-00512,22/03/2024,C-0150,Home & Living,10937,Khon Kaen
TXN-00513,15/02/2024,C-0867,Fashion,47820,Chiang Mai
TXN-00514,10/08/2024,C-0765,Beauty,951,Bangkok
TXN-00515,25/07/2024,C-0965,Electronics,45197,Bangkok
TXN-00516,01/09/2024,C-0285,Fashion,34563,Bangkok
TXN-00517,20/01/2024,C-0972,Electronics,25752,Bangkok
TXN-00518,10/07/2024,C-0594,Electronics,27834,Bangkok
TXN-00519,13/06/2024,C-0357,Fashion,47422,Chiang Mai
TXN-00520,28/09/2024,C-0361,Electronics,47410,Phuket
TXN-00521,12/12/2024,C-0165,Electronics,42907,Bangkok
TXN-00522,07/05/2024,C-0876,Home & Living,47342,Khon Kaen
TXN-00523,25/06/2024,C-0513,Fashion,32010,Phuket
TXN-00524,22/02/2024,C-0800,Sports,4418,Khon Kaen
TXN-00525,28/10/2024,C-0747,Beauty,26609,Chonburi
TXN-00526,03/02/2024,C-0628,Fashion,48023,Chiang Mai
TXN-00527,01/06/2024,C-0248,Home & Living,24314,Chonburi
TXN-00528,21/08/2024,C-0518,Beauty,34025,Chiang Mai
TXN-00529,01/11/2024,C-0584,Electronics,29338,Khon Kaen
TXN-00530,10/08/2024,C-0070,Beauty,8630,Chiang Mai
TXN-00531,09/03/2024,C-0102,Home & Living,17703,Phuket
TXN-00532,07/09/2024,C-0840,Home & Living,38498,Chiang Mai
TXN-00533,06/04/2024,C-0593,Fashion,7825,Bangkok
TXN-00534,25/07/2024,C-0782,Sports,24516,Bangkok
TXN-00535,24/04/2024,C-0015,Electronics,22771,Bangkok
TXN-00536,08/03/2024,C-0542,Sports,16429,Khon Kaen
TXN-00537,12/01/2024,C-0223,Electronics,14268,Bangkok
TXN-00538,27/03/2024,C-0733,Beauty,22128,Bangkok
TXN-00539,30/12/2024,C-0197,Fashion,5354,Chiang Mai
TXN-00540,20/01/2024,C-0988,Home & Living,46970,Khon Kaen
TXN-00541,23/11/2024,C-0289,Beauty,16538,Bangkok
TXN-00542,30/09/2024,C-0176,Electronics,22942,Chonburi
TXN-00543,31/10/2024,C-0924,Sports,29642,Bangkok
TXN-00544,04/12/2024,C-0773,Sports,30015,Bangkok
TXN-00545,11/01/2024,C-0551,Fashion,37739,Bangkok
TXN-00546,29/02/2024,C-0005,Electronics,2842,Bangkok
TXN-00547,13/07/2024,C-0997,Sports,10200,Bangkok
TXN-00548,09/05/2024,C-0743,Electronics,2200,Bangkok
TXN-00549,19/03/2024,C-0102,Beauty,24804,Bangkok
TXN-00550,17/12/2024,C-0947,Sports,47279,Chiang Mai
TXN-00551,03/06/2024,C-0220,Fashion,47413,Chiang Mai
TXN-00552,21/02/2024,C-0943,Home & Living,42042,Phuket
TXN-00553,18/05/2024,C-0517,Beauty,47232,Chiang Mai
TXN-00554,24/12/2024,C-0872,Electronics,19825,Chonburi
TXN-00555,23/02/2024,C-0725,Sports,46052,Phuket
TXN-00556,12/11/2024,C-0487,Beauty,40309,Phuket
TXN-00557,28/02/2024,C-0376,Home & Living,25680,Chiang Mai
TXN-00558,11/09/2024,C-0715,Home & Living,15436,Chonburi
TXN-00559,12/04/2024,C-0604,Electronics,14371,Phuket
TXN-00560,24/09/2024,C-0190,Beauty,10223,Chiang Mai
TXN-00561,02/07/2024,C-0451,Home & Living,17501,Chiang Mai
TXN-00562,31/05/2024,C-0690,Fashion,33831,Phuket
TXN-00563,07/10/2024,C-0981,Home & Living,34370,Phuket
TXN-00564,16/04/2024,C-0110,Fashion,41031,Bangkok
TXN-00565,03/09/2024,C-0186,Fashion,23058,Chiang Mai
TXN-00566,02/01/2024,C-0855,Fashion,38978,Chonburi
TXN-00567,15/02/2024,C-0364,Beauty,21097,Bangkok
TXN-00568,20/10/2024,C-0389,Fashion,25271,Bangkok
TXN-00569,17/03/2024,C-0435,Electronics,32301,Khon Kaen
TXN-00570,18/09/2024,C-0220,Beauty,34921,Chonburi
TXN-00571,21/02/2024,C-0527,Fashion,32219,Phuket
TXN-00572,25/11/2024,C-0234,Fashion,1432,Bangkok
TXN-00573,31/05/2024,C-0418,Fashion,4743,Chonburi
TXN-00574,26/01/2024,C-0116,Sports,20770,Bangkok
TXN-00575,30/03/2024,C-0780,Fashion,10336,Chiang Mai
TXN-00576,28/05/2024,C-0322,Electronics,48260,Bangkok
TXN-00577,12/12/2024,C-0127,Beauty,43098,Chonburi
TXN-00578,29/02/2024,C-0478,Fashion,33188,Phuket
TXN-00579,24/01/2024,C-0113,Fashion,42353,Chonburi
TXN-00580,11/03/2024,C-0533,Home & Living,49406,Bangkok
TXN-00581,28/03/2024,C-0140,Beauty,34848,Phuket
TXN-00582,12/08/2024,C-0508,Fashion,49086,Chonburi
TXN-00583,17/05/2024,C-0781,Beauty,44031,Bangkok
TXN-00584,17/02/2024,C-0370,Home & Living,41551,Bangkok
TXN-00585,24/06/2024,C-0722,Fashion,22095,Chiang Mai
TXN-00586,24/07/2024,C-0296,Beauty,18291,Phuket
TXN-00587,21/08/2024,C-0571,Beauty,35545,Bangkok
TXN-00588,16/07/2024,C-0740,Beauty,35740,Chiang Mai
TXN-00589,01/09/2024,C-0042,Unknown,4168,Chiang Mai
TXN-00590,28/11/2024,C-0085,Electronics,34771,Chonburi
TXN-00591,26/03/2024,C-0336,Home & Living,17281,Chonburi
TXN-00592,22/12/2024,C-0506,Fashion,12472,Bangkok
TXN-00593,22/03/2024,C-0119,Fashion,43151,Bangkok
TXN-00594,29/10/2024,C-0395,Beauty,15464,Bangkok
TXN-00595,18/10/2024,C-0291,Home & Living,30388,Chonburi
TXN-00596,02/04/2024,C-0468,Sports,40420,Bangkok
TXN-00597,02/07/2024,C-0615,Home & Living,18684,Phuket
TXN-00598,16/12/2024,C-0754,Beauty,12952,Chiang Mai
TXN-00599,07/03/2024,C-0320,Fashion,4672,Phuket
TXN-00600,06/09/2024,C-0704,Unknown,9186,Phuket
TXN-00601,29/07/2024,C-1000,Home & Living,4488,Chonburi
TXN-00602,02/02/2024,C-0862,Beauty,16486,Chonburi
TXN-00603,09/06/2024,C-0455,Home & Living,38594,Chiang Mai
TXN-00604,13/12/2024,C-0232,Home & Living,6940,Bangkok
TXN-00605,22/10/2024,C-0568,Sports,3847,Chiang Mai
TXN-00606,24/04/2024,C-0418,Electronics,42043,Chiang Mai
TXN-00607,08/12/2024,C-0298,Electronics,31845,Chonburi
TXN-00608,22/09/2024,C-0876,Sports,5964,Bangkok
TXN-00609,24/12/2024,C-0439,Beauty,7045,Bangkok
TXN-00610,09/08/2024,C-0194,Home & Living,14589,Chiang Mai
TXN-00611,07/05/2024,C-0878,Beauty,20158,Phuket
TXN-00612,05/12/2024,C-0072,Home & Living,38623,Chonburi
TXN-00613,16/07/2024,C-0917,Beauty,7808,Khon Kaen
TXN-00614,12/10/2024,C-0862,Fashion,29508,Chonburi
TXN-00615,09/11/2024,C-0822,Electronics,13266,Chiang Mai
TXN-00616,25/11/2024,C-0488,Home & Living,42110,Khon Kaen
TXN-00617,15/09/2024,C-0962,Electronics,30401,Bangkok
TXN-00618,10/09/2024,C-0696,Fashion,16998,Chonburi
TXN-00619,08/02/2024,C-0377,Beauty,39910,Chonburi
TXN-00620,13/06/2024,C-0184,Fashion,41861,Phuket
TXN-00621,22/05/2024,C-0014,Sports,33745,Phuket
TXN-00622,24/04/2024,C-0691,Fashion,19096,Chiang Mai
TXN-00623,12/07/2024,C-0504,Unknown,20137,Phuket
TXN-00624,30/04/2024,C-0689,Beauty,35377,Chonburi
TXN-00625,15/08/2024,C-0108,Sports,18541,Phuket
TXN-00626,17/08/2024,C-0406,Electronics,33468,Chonburi
TXN-00627,12/09/2024,C-0449,Fashion,29338,Phuket
TXN-00628,01/03/2024,C-0536,Fashion,12439,Chonburi
TXN-00629,30/11/2024,C-0675,Home & Living,21419,Chiang Mai
TXN-00630,25/07/2024,C-0693,Sports,33893,Bangkok
TXN-00631,12/10/2024,C-0088,Beauty,11190,Bangkok
TXN-00632,16/02/2024,C-0123,Beauty,28812,Chonburi
TXN-00633,12/11/2024,C-0147,Electronics,6697,Bangkok
TXN-00634,17/09/2024,C-0405,Sports,29545,Chiang Mai
TXN-00635,01/12/2024,C-0411,Home & Living,45520,Bangkok
TXN-00636,23/06/2024,C-0712,Home & Living,12470,Chonburi
TXN-00637,28/01/2024,C-0605,Beauty,7624,Bangkok
TXN-00638,20/08/2024,C-0105,Electronics,14473,Phuket
TXN-00639,13/11/2024,C-0760,Beauty,20513,Chiang Mai
TXN-00640,02/12/2024,C-0948,Unknown,35260,Chiang Mai
TXN-00641,19/08/2024,C-0914,Beauty,45375,Chonburi
TXN-00642,03/12/2024,C-0173,Home & Living,40445,Bangkok
TXN-00643,23/06/2024,C-0067,Fashion,44532,Chiang Mai
TXN-00644,20/11/2024,C-0373,Fashion,10749,Chiang Mai
TXN-00645,29/05/2024,C-0999,Fashion,26467,Bangkok
TXN-00646,10/07/2024,C-0204,Sports,10850,Chiang Mai
TXN-00647,24/01/2024,C-0347,Beauty,10797,Bangkok
TXN-00648,09/09/2024,C-0206,Fashion,34347,Bangkok
TXN-00649,28/07/2024,C-0610,Electronics,43327,Phuket
TXN-00650,08/11/2024,C-0865,Fashion,27822,Chiang Mai
TXN-00651,02/03/2024,C-0414,Beauty,18154,Chonburi
TXN-00652,20/07/2024,C-0126,Sports,17726,Phuket
TXN-00653,07/04/2024,C-0239,Fashion,20397,Chonburi
TXN-00654,25/02/2024,C-0859,Electronics,20569,Phuket
TXN-00655,24/01/2024,C-0435,Home & Living,23695,Khon Kaen
TXN-00656,10/12/2024,C-0743,Electronics,21166,Chiang Mai
TXN-00657,18/08/2024,C-0512,Beauty,28372,Bangkok
TXN-00658,28/10/2024,C-0286,Electronics,27836,Phuket
TXN-00659,09/03/2024,C-0784,Unknown,24903.5,Phuket
TXN-00660,03/01/2024,C-0731,Electronics,4124,Chonburi
TXN-00661,25/01/2024,C-0785,Electronics,23674,Chiang Mai
TXN-00662,09/08/2024,C-0596,Sports,9670,Bangkok
TXN-00663,04/09/2024,C-0608,Beauty,18470,Chiang Mai
TXN-00664,31/03/2024,C-0280,Home & Living,24903.5,Khon Kaen
TXN-00665,29/03/2024,C-0775,Beauty,14171,Phuket
TXN-00666,06/03/2024,C-0809,Sports,17272,Phuket
TXN-00667,02/12/2024,C-0821,Home & Living,24976,Phuket
TXN-00668,13/06/2024,C-0660,Home & Living,28516,Khon Kaen
TXN-00669,15/07/2024,C-0966,Fashion,21844,Bangkok
TXN-00670,07/11/2024,C-0410,Beauty,48932,Bangkok
TXN-00671,07/05/2024,C-0365,Electronics,14588,Phuket
TXN-00672,24/06/2024,C-0488,Home & Living,29342,Chonburi
TXN-00673,19/08/2024,C-0683,Electronics,7501,Chonburi
TXN-00674,11/03/2024,C-0618,Beauty,11013,Khon Kaen
TXN-00675,24/12/2024,C-0973,Fashion,31936,Chiang Mai
TXN-00676,19/09/2024,C-0415,Electronics,39358,Phuket
TXN-00677,25/12/2024,C-0497,Home & Living,3514,Khon Kaen
TXN-00678,09/06/2024,C-0524,Fashion,26063,Bangkok
TXN-00679,10/10/2024,C-0286,Sports,46800,Bangkok
TXN-00680,12/04/2024,C-0151,Beauty,18859,Khon Kaen
TXN-00681,31/12/2024,C-0787,Fashion,38911,Chonburi
TXN-00682,25/06/2024,C-0466,Unknown,7147,Bangkok
TXN-00683,08/03/2024,C-0111,Home & Living,22958,Khon Kaen
TXN-00684,28/11/2024,C-0126,Unknown,24712,Phuket
TXN-00685,01/04/2024,C-0257,Electronics,19127,Chonburi
TXN-00686,21/12/2024,C-0502,Home & Living,9300,Bangkok
TXN-00687,29/12/2024,C-0510,Fashion,5348,Phuket
TXN-00688,29/06/2024,C-0237,Beauty,48501,Bangkok
TXN-00689,25/10/2024,C-0644,Electronics,10446,Chonburi
TXN-00690,07/12/2024,C-0966,Beauty,39153,Bangkok
TXN-00691,11/12/2024,C-0138,Electronics,13606,Chonburi
TXN-00692,30/09/2024,C-0031,Home & Living,29221,Chonburi
TXN-00693,04/08/2024,C-0102,Fashion,38034,Chonburi
TXN-00694,24/09/2024,C-0756,Sports,43799,Khon Kaen
TXN-00695,14/07/2024,C-0055,Sports,35301,Chonburi
TXN-00696,09/12/2024,C-0851,Beauty,45691,Chiang Mai
TXN-00697,16/05/2024,C-0070,Home & Living,4956,Bangkok
TXN-00698,23/03/2024,C-0511,Sports,46326,Chonburi
TXN-00699,15/12/2024,C-0695,Beauty,21075,Chonburi
TXN-00700,01/02/2024,C-0028,Beauty,24173,Chiang Mai
TXN-00701,31/05/2024,C-0996,Beauty,29718,Bangkok
TXN-00702,04/10/2024,C-0184,Fashion,14577,Chiang Mai
TXN-00703,19/08/2024,C-0392,Fashion,31192,Bangkok
TXN-00704,11/12/2024,C-0620,Electronics,24237,Chonburi
TXN-00705,24/04/2024,C-0696,Electronics,44911,Khon Kaen
TXN-00706,14/10/2024,C-0335,Home & Living,17475,Chonburi
TXN-00707,18/09/2024,C-0157,Home & Living,49498,Phuket
TXN-00708,22/12/2024,C-0311,Home & Living,9692,Chonburi
TXN-00709,06/12/2024,C-0637,Electronics,27420,Phuket
TXN-00710,14/07/2024,C-0639,Sports,32373,Chonburi
TXN-00711,16/12/2024,C-0099,Beauty,35129,Chiang Mai
TXN-00712,09/10/2024,C-0779,Home & Living,34071,Khon Kaen
TXN-00713,08/05/2024,C-0079,Sports,37574,Phuket
TXN-00714,14/08/2024,C-0677,Sports,2602,Bangkok
TXN-00715,20/11/2024,C-0770,Home & Living,21934,Khon Kaen
TXN-00716,27/11/2024,C-0533,Beauty,32744,Khon Kaen
TXN-00717,28/10/2024,C-0786,Sports,22372,Bangkok
TXN-00718,04/11/2024,C-0505,Beauty,48631,Chiang Mai
TXN-00719,09/04/2024,C-0812,Fashion,6538,Bangkok
TXN-00720,31/03/2024,C-0478,Home & Living,7861,Phuket
TXN-00721,08/02/2024,C-0207,Electronics,34152,Khon Kaen
TXN-00722,29/03/2024,C-0301,Sports,6249,Chonburi
TXN-00723,02/03/2024,C-0678,Electronics,31200,Chiang Mai
TXN-00724,07/08/2024,C-0510,Fashion,13010,Chonburi
TXN-00725,15/05/2024,C-0503,Beauty,45323,Bangkok
TXN-00726,26/10/2024,C-0517,Electronics,18644,Khon Kaen
TXN-00727,03/01/2024,C-0268,Sports,48926,Chiang Mai
TXN-00728,29/12/2024,C-0556,Beauty,22155,Bangkok
TXN-00729,21/01/2024,C-0352,Home & Living,42956,Bangkok
TXN-00730,14/06/2024,C-0829,Fashion,30256,Chiang Mai
TXN-00731,16/11/2024,C-0881,Sports,45889,Bangkok
TXN-00732,04/12/2024,C-0554,Electronics,28837,Khon Kaen
TXN-00733,20/10/2024,C-0560,Sports,26810,Chiang Mai
TXN-00734,07/02/2024,C-0019,Home & Living,916,Phuket
TXN-00735,11/06/2024,C-0976,Home & Living,26055,Phuket
TXN-00736,04/04/2024,C-0783,Beauty,24903.5,Chiang Mai
TXN-00737,15/09/2024,C-0033,Fashion,28493,Bangkok
TXN-00738,05/10/2024,C-0441,Fashion,15107,Bangkok
TXN-00739,17/02/2024,C-0902,Electronics,21905,Bangkok
TXN-00740,19/04/2024,C-0937,Home & Living,43335,Bangkok
TXN-00741,18/06/2024,C-0122,Electronics,38146,Phuket
TXN-00742,21/04/2024,C-0393,Sports,47351,Chonburi
TXN-00743,12/11/2024,C-0461,Fashion,10501,Chiang Mai
TXN-00744,14/10/2024,C-0323,Beauty,10217,Khon Kaen
TXN-00745,28/11/2024,C-0874,Home & Living,12400,Phuket
TXN-00746,08/12/2024,C-0386,Fashion,35458,Khon Kaen
TXN-00747,03/05/2024,C-0454,Fashion,3085,Bangkok
TXN-00748,10/11/2024,C-0471,Electronics,35894,Bangkok
TXN-00749,04/05/2024,C-0037,Fashion,5039,Khon Kaen
TXN-00750,15/12/2024,C-0034,Beauty,21165,Khon Kaen
TXN-00751,14/07/2024,C-0182,Fashion,43633,Chiang Mai
TXN-00752,28/02/2024,C-0571,Sports,20352,Chiang Mai
TXN-00753,03/10/2024,C-0676,Beauty,18265,Chonburi
TXN-00754,13/01/2024,C-0882,Home & Living,14736,Bangkok
TXN-00755,10/07/2024,C-0799,Beauty,2288,Bangkok
TXN-00756,17/09/2024,C-0311,Home & Living,29312,Chonburi
TXN-00757,23/01/2024,C-0906,Fashion,25083,Bangkok
TXN-00758,29/11/2024,C-0724,Sports,49255,Bangkok
TXN-00759,20/09/2024,C-0169,Fashion,14169,Chiang Mai
TXN-00760,19/02/2024,C-0504,Sports,29782,Phuket
TXN-00761,02/10/2024,C-0442,Electronics,13517,Bangkok
TXN-00762,16/11/2024,C-0138,Home & Living,25436,Bangkok
TXN-00763,09/12/2024,C-0320,Fashion,8669,Chiang Mai
TXN-00764,19/04/2024,C-0733,Beauty,11975,Phuket
TXN-00765,05/08/2024,C-0399,Home & Living,38399,Chonburi
TXN-00766,15/04/2024,C-0500,Fashion,8475,Khon Kaen
TXN-00767,25/12/2024,C-0783,Fashion,14238,Bangkok
TXN-00768,10/08/2024,C-0113,Electronics,32554,Chiang Mai
TXN-00769,06/02/2024,C-0583,Sports,23987,Chonburi
TXN-00770,19/03/2024,C-0692,Fashion,21267,Phuket
TXN-00771,18/06/2024,C-0503,Beauty,14284,Chonburi
TXN-00772,07/02/2024,C-0676,Fashion,33720,Chonburi
TXN-00773,08/05/2024,C-0568,Electronics,17230,Phuket
TXN-00774,21/10/2024,C-0702,Beauty,30446,Bangkok
TXN-00775,12/05/2024,C-0553,Electronics,24903.5,Bangkok
TXN-00776,18/08/2024,C-0586,Sports,28026,Chiang Mai
TXN-00777,09/08/2024,C-0482,Sports,7057,Phuket
TXN-00778,18/07/2024,C-0488,Fashion,20814,Chiang Mai
TXN-00779,30/09/2024,C-0576,Beauty,28952,Chonburi
TXN-00780,12/11/2024,C-0875,Electronics,43229,Chiang Mai
TXN-00781,26/10/2024,C-0161,Beauty,46454,Bangkok
TXN-00782,07/02/2024,C-0519,Sports,42677,Chonburi
TXN-00783,14/09/2024,C-0058,Beauty,31391,Khon Kaen
TXN-00784,17/12/2024,C-0401,Electronics,24903.5,Chiang Mai
TXN-00785,14/02/2024,C-0270,Beauty,48316,Khon Kaen
TXN-00786,12/08/2024,C-0507,Beauty,21685,Chonburi
TXN-00787,04/12/2024,C-0606,Electronics,16818,Chiang Mai
TXN-00788,21/03/2024,C-0995,Electronics,1107,Bangkok
TXN-00789,10/03/2024,C-0387,Sports,10707,Chonburi
TXN-00790,06/10/2024,C-0632,Sports,31289,Phuket
TXN-00791,20/11/2024,C-0693,Sports,4509,Chiang Mai
TXN-00792,12/12/2024,C-0362,Electronics,14251,Khon Kaen
TXN-00793,27/11/2024,C-0785,Fashion,43816,Chiang Mai
TXN-00794,06/01/2024,C-0292,Beauty,40972,Phuket
TXN-00795,11/10/2024,C-0329,Fashion,10820,Bangkok
TXN-00796,22/01/2024,C-0063,Electronics,11945,Khon Kaen
TXN-00797,01/11/2024,C-0029,Sports,10420,Chiang Mai
TXN-00798,07/10/2024,C-0605,Electronics,44321,Bangkok
TXN-00799,05/06/2024,C-0047,Sports,7669,Khon Kaen
TXN-00800,25/06/2024,C-0132,Sports,2464,Phuket
TXN-00801,26/11/2024,C-0858,Sports,20558,Phuket
TXN-00802,13/03/2024,C-0376,Sports,24956,Phuket
TXN-00803,23/04/2024,C-0358,Electronics,17878,Chiang Mai
TXN-00804,09/05/2024,C-0829,Fashion,2366,Chonburi
TXN-00805,02/04/2024,C-0760,Electronics,22230,Bangkok
TXN-00806,17/10/2024,C-0598,Sports,31334,Phuket
TXN-00807,08/10/2024,C-0028,Electronics,9959,Chonburi
TXN-00808,08/10/2024,C-0784,Home & Living,3547,Chiang Mai
TXN-00809,09/12/2024,C-0913,Fashion,39723,Chonburi
TXN-00810,20/02/2024,C-0641,Fashion,11624,Phuket
TXN-00811,24/10/2024,C-0350,Home & Living,1479,Chonburi
TXN-00812,18/06/2024,C-0390,Electronics,15094,Bangkok
TXN-00813,09/12/2024,C-0100,Electronics,4846,Bangkok
TXN-00814,21/02/2024,C-0439,Home & Living,31674,Chiang Mai
TXN-00815,05/02/2024,C-0354,Fashion,27702,Chonburi
TXN-00816,11/06/2024,C-0366,Electronics,35674,Chiang Mai
TXN-00817,17/06/2024,C-0422,Electronics,40035,Khon Kaen
TXN-00818,05/06/2024,C-0360,Sports,547,Chonburi
TXN-00819,19/03/2024,C-0058,Home & Living,31268,Chonburi
TXN-00820,05/07/2024,C-0678,Beauty,17333,Khon Kaen
TXN-00821,07/08/2024,C-0251,Beauty,43516,Phuket
TXN-00822,09/06/2024,C-0254,Sports,40713,Chonburi
TXN-00823,23/04/2024,C-0241,Home & Living,6817,Chonburi
TXN-00824,24/11/2024,C-0664,Sports,49568,Phuket
TXN-00825,03/07/2024,C-0320,Electronics,37936,Phuket
TXN-00826,18/06/2024,C-0607,Electronics,14872,Chiang Mai
TXN-00827,24/08/2024,C-0087,Fashion,9845,Phuket
TXN-00828,05/06/2024,C-0933,Fashion,5886,Bangkok
TXN-00829,25/02/2024,C-0705,Sports,47506,Phuket
TXN-00830,06/11/2024,C-0068,Sports,40805,Bangkok
TXN-00831,23/05/2024,C-0890,Fashion,15325,Bangkok
TXN-00832,12/03/2024,C-0313,Beauty,48343,Phuket
TXN-00833,10/04/2024,C-0118,Home & Living,22036,Bangkok
TXN-00834,16/11/2024,C-0346,Fashion,30787,Chonburi
